city,lon,lat,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,dt,sunrise,sunset,country,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,air_quality_dt
Islamabad,73.1338,33.7104,Clear,clear sky,284.73,283.88,284.73,284.73,1022,74,10000,2.11,43,0,2024-12-28 14:55:28,2024-12-28 02:11:07,2024-12-28 12:06:46,PK,5,4699.71,36.21,197.41,0.0,32.42,182.08,229.68,47.12,2024-12-28 15:00:10
Lahore,74.3436,31.5497,Mist,mist,286.14,285.64,286.14,286.14,1021,82,3500,1.54,270,40,2024-12-28 16:00:06,2024-12-28 02:00:58,2024-12-28 12:07:15,PK,5,3738.4,43.36,74.03,0.0,19.55,218.62,335.26,49.14,2024-12-28 16:00:06
Karachi,67.0822,24.9056,Haze,haze,291.05,290.15,291.05,291.05,1020,48,4000,0.0,0,0,2024-12-28 15:56:51,2024-12-28 02:15:10,2024-12-28 12:51:09,PK,5,1895.91,0.57,64.43,18.77,22.41,106.29,147.42,29.89,2024-12-28 16:00:07
Islamabad,73.1338,33.7104,Clear,clear sky,284.17,283.31,284.17,284.17,1022,76,10000,2.3,48,0,2024-12-28 15:56:50,2024-12-28 02:11:07,2024-12-28 12:06:46,PK,5,4432.68,28.16,189.19,0.01,30.04,185.79,237.08,47.12,2024-12-28 16:00:08
Lahore,74.3436,31.5497,Mist,mist,285.14,284.54,285.14,285.14,1022,82,2000,2.06,290,40,2024-12-28 16:56:24,2024-12-28 02:00:58,2024-12-28 12:07:15,PK,5,3791.81,44.26,67.17,0.0,20.5,230.48,361.1,56.74,2024-12-28 17:00:06
Karachi,67.0822,24.9056,Haze,haze,291.05,290.25,291.05,291.05,1020,52,4000,1.54,270,0,2024-12-28 16:51:48,2024-12-28 02:15:10,2024-12-28 12:51:09,PK,5,2403.26,5.36,71.29,3.71,21.94,140.25,183.82,36.99,2024-12-28 17:00:08
Islamabad,73.1338,33.7104,Clear,clear sky,283.62,282.76,283.62,283.62,1023,78,10000,2.61,43,0,2024-12-28 16:49:19,2024-12-28 02:11:07,2024-12-28 12:06:46,PK,5,3898.62,19.89,163.14,0.05,26.46,182.35,234.53,43.57,2024-12-28 17:00:09
Lahore,74.3436,31.5497,Mist,mist,284.14,283.72,284.14,284.14,1022,93,1200,0.0,0,40,2024-12-28 17:56:52,2024-12-28 02:00:58,2024-12-28 12:07:15,PK,5,3417.97,37.1,56.89,0.0,19.55,213.87,348.2,60.29,2024-12-28 18:00:05
Karachi,67.0822,24.9056,Haze,haze,287.05,286.01,287.05,287.05,1020,58,3000,2.57,60,0,2024-12-28 17:57:00,2024-12-28 02:15:10,2024-12-28 12:51:09,PK,5,2536.77,11.96,67.17,0.55,20.98,150.89,199.8,36.99,2024-12-28 18:00:06
Islamabad,73.1338,33.7104,Clear,clear sky,282.5,281.29,282.5,282.5,1023,81,10000,2.38,37,0,2024-12-28 18:00:06,2024-12-28 02:11:07,2024-12-28 12:06:46,PK,5,3311.16,12.63,134.35,0.34,22.41,174.29,224.07,38.51,2024-12-28 18:00:07
Lahore,74.3436,31.5497,Fog,fog,282.14,280.73,282.14,282.14,1022,93,50,2.57,300,100,2024-12-28 20:43:36,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2082.82,3.69,40.78,1.27,7.09,160.23,248.9,21.53,2024-12-28 20:48:12
Karachi,67.0822,24.9056,Haze,haze,285.05,283.91,285.05,285.05,1019,62,3000,2.06,50,0,2024-12-28 20:43:28,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1335.14,0.07,42.5,27.54,17.41,86.51,146.82,21.53,2024-12-28 20:48:13
Islamabad,73.1338,33.7104,Clear,clear sky,281.95,281.04,281.95,281.95,1023,81,10000,1.89,3,0,2024-12-28 20:48:14,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2082.82,0.02,67.17,20.74,10.85,140.4,171.93,21.79,2024-12-28 20:48:14
Lahore,74.3436,31.5497,Fog,fog,282.14,280.73,282.14,282.14,1022,93,50,2.57,300,100,2024-12-28 20:43:36,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2082.82,3.69,40.78,1.27,7.09,160.23,248.9,21.53,2024-12-28 20:48:12
Karachi,67.0822,24.9056,Haze,haze,285.05,283.91,285.05,285.05,1019,62,3000,2.06,50,0,2024-12-28 20:43:28,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1335.14,0.07,42.5,27.54,17.41,86.51,146.82,21.53,2024-12-28 20:48:13
Islamabad,73.1338,33.7104,Clear,clear sky,281.95,281.04,281.95,281.95,1023,81,10000,1.89,3,0,2024-12-28 20:48:14,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2082.82,0.02,67.17,20.74,10.85,140.4,171.93,21.79,2024-12-28 20:48:14
Lahore,74.3436,31.5497,Fog,fog,281.14,279.19,281.14,281.14,1021,93,50,3.09,320,100,2024-12-28 21:51:36,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2136.23,1.05,39.76,3.49,5.48,176.87,253.42,12.92,2024-12-28 21:54:26
Karachi,67.0822,24.9056,Haze,haze,283.05,282.18,283.05,283.05,1019,71,3000,2.06,60,0,2024-12-28 21:54:27,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1081.47,0.0,30.16,49.35,16.93,76.43,136.5,20.52,2024-12-28 21:54:27
Islamabad,73.1338,33.7104,Clear,clear sky,280.84,279.77,280.84,280.84,1022,83,10000,1.87,4,0,2024-12-28 21:52:54,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1668.93,0.0,42.84,36.48,5.13,127.03,152.6,14.06,2024-12-28 21:54:34
Lahore,74.3436,31.5497,Fog,fog,281.14,279.19,281.14,281.14,1021,93,50,3.09,320,100,2024-12-28 22:02:44,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2136.23,1.05,39.76,3.49,5.48,176.87,253.42,12.92,2024-12-28 22:05:30
Karachi,67.0822,24.9056,Haze,haze,283.05,282.64,283.05,283.05,1019,71,3000,1.54,60,0,2024-12-28 22:05:37,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1081.47,0.0,30.16,49.35,16.93,76.43,136.5,20.52,2024-12-28 22:05:40
Islamabad,73.1338,33.7104,Clear,clear sky,280.84,279.77,280.84,280.84,1022,83,10000,1.87,4,0,2024-12-28 22:05:43,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1668.93,0.0,42.84,36.48,5.13,127.03,152.6,14.06,2024-12-28 22:05:46
Lahore,74.3436,31.5497,Fog,fog,281.14,278.89,281.14,281.14,1021,93,150,3.6,330,100,2024-12-28 22:58:55,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2349.85,0.55,42.5,4.47,4.77,203.11,269.4,9.37,2024-12-28 23:00:09
Karachi,67.0822,24.9056,Smoke,smoke,283.05,281.81,283.05,283.05,1018,71,3000,2.57,70,0,2024-12-28 22:51:17,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,4,1014.71,0.0,25.02,59.37,15.97,74.58,133.03,20.77,2024-12-28 23:00:10
Islamabad,73.1338,33.7104,Clear,clear sky,280.28,279.15,280.28,280.28,1022,84,10000,1.84,356,0,2024-12-28 22:59:35,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1415.25,0.0,29.13,47.21,2.95,118.58,139.6,10.77,2024-12-28 23:00:10
Lahore,74.3436,31.5497,Fog,fog,281.14,279.19,281.14,281.14,1021,93,150,3.09,310,100,2024-12-29 00:00:10,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2590.18,0.84,45.93,3.49,4.35,226.67,275.25,7.41,2024-12-29 00:00:11
Karachi,67.0822,24.9056,Smoke,smoke,283.05,281.22,283.05,283.05,1019,62,3000,3.6,50,1,2024-12-28 23:56:10,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1068.12,0.0,25.36,59.37,14.66,77.54,134.13,21.53,2024-12-29 00:00:12
Islamabad,73.1338,33.7104,Clear,clear sky,279.73,278.39,279.73,279.73,1022,85,10000,1.97,356,0,2024-12-28 23:57:33,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1295.09,0.0,22.96,50.78,2.21,113.29,131.66,9.75,2024-12-29 00:00:12
Lahore,74.3436,31.5497,Smoke,smoke,286.14,285.48,286.14,286.14,1020,76,3000,4.12,340,0,2024-12-29 07:50:13,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1094.82,1.9,15.59,138.76,23.6,104.97,126.51,6.14,2024-12-29 07:52:19
Karachi,67.0822,24.9056,Haze,haze,297.05,295.91,297.05,297.05,1020,16,4000,4.12,90,2,2024-12-29 07:51:06,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,3,607.49,2.15,12.34,137.33,19.79,37.47,70.14,6.4,2024-12-29 07:52:19
Islamabad,73.1338,33.7104,Clear,clear sky,290.84,289.94,290.84,290.84,1021,49,10000,2.16,262,3,2024-12-29 07:50:08,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,974.66,1.96,13.54,137.33,9.06,92.16,104.04,5.64,2024-12-29 07:52:20
Lahore,74.3436,31.5497,Smoke,smoke,286.14,285.48,286.14,286.14,1020,76,3000,4.12,340,0,2024-12-29 07:57:55,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1094.82,1.9,15.59,138.76,23.6,104.97,126.51,6.14,2024-12-29 08:00:06
Karachi,67.0822,24.9056,Haze,haze,297.05,295.91,297.05,297.05,1020,16,4000,4.12,90,2,2024-12-29 07:56:21,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,3,607.49,2.15,12.34,137.33,19.79,37.47,70.14,6.4,2024-12-29 08:00:08
Islamabad,73.1338,33.7104,Clear,clear sky,290.84,289.94,290.84,290.84,1021,49,10000,2.16,262,3,2024-12-29 07:55:21,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,974.66,1.96,13.54,137.33,9.06,92.16,104.04,5.64,2024-12-29 08:00:09
Lahore,74.3436,31.5497,Smoke,smoke,287.14,286.47,287.14,287.14,1020,72,3000,6.17,350,0,2024-12-29 08:59:18,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1081.47,1.41,14.22,150.2,25.03,115.95,136.21,6.78,2024-12-29 09:00:16
Karachi,67.0822,24.9056,Haze,haze,298.05,296.94,298.05,298.05,1019,13,5000,2.57,30,4,2024-12-29 08:55:46,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,4,574.11,1.61,10.71,150.2,17.41,38.21,71.42,5.76,2024-12-29 09:00:16
Islamabad,73.1338,33.7104,Clear,clear sky,290.84,289.97,290.84,290.84,1020,50,10000,1.97,248,3,2024-12-29 08:59:13,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1028.06,2.01,15.42,140.19,9.3,98.71,111.46,6.33,2024-12-29 09:00:19
Lahore,74.3436,31.5497,Smoke,smoke,288.14,287.57,288.14,288.14,1019,72,4000,3.09,300,0,2024-12-29 09:55:36,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1214.98,2.1,22.96,130.18,23.13,121.11,143.64,8.87,2024-12-29 10:00:11
Karachi,67.0822,24.9056,Clear,clear sky,298.05,296.94,298.05,298.05,1019,13,6000,3.09,80,5,2024-12-29 09:58:58,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,4,614.17,1.63,13.2,155.93,19.31,41.59,75.8,6.4,2024-12-29 10:00:12
Islamabad,73.1338,33.7104,Clear,clear sky,290.28,289.41,290.28,290.28,1020,52,10000,2.09,246,4,2024-12-29 09:55:43,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1121.52,2.38,22.28,130.18,8.82,103.75,117.9,7.85,2024-12-29 10:00:12
Lahore,74.3436,31.5497,Smoke,smoke,288.14,287.57,288.14,288.14,1019,72,4000,6.17,290,0,2024-12-29 10:56:12,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1295.09,2.12,31.19,94.41,13.23,101.93,126.53,10.01,2024-12-29 11:00:15
Karachi,67.0822,24.9056,Clouds,scattered clouds,298.05,296.94,298.05,298.05,1019,13,6000,3.09,20,27,2024-12-29 10:52:42,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,4,734.33,1.58,17.65,157.36,22.89,48.09,86.81,7.85,2024-12-29 11:00:15
Islamabad,73.1338,33.7104,Clear,clear sky,289.73,288.7,289.73,289.73,1019,48,10000,2.13,266,4,2024-12-29 10:53:22,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,1415.25,2.74,41.13,101.57,6.5,119.8,137.56,11.02,2024-12-29 11:00:16
Lahore,74.3436,31.5497,Smoke,smoke,286.14,285.48,286.14,286.14,1020,76,3000,0.0,0,8,2024-12-29 13:07:38,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1842.5,0.01,61.01,45.42,7.99,156.52,193.6,12.29,2024-12-29 13:07:38
Karachi,67.0822,24.9056,Clear,clear sky,296.05,294.79,296.05,296.05,1019,15,6000,2.57,60,6,2024-12-29 13:04:07,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,4,1134.87,0.24,38.39,110.15,20.03,61.18,106.94,12.92,2024-12-29 13:07:39
Islamabad,73.1338,33.7104,Clear,clear sky,286.39,285.23,286.39,286.39,1020,56,10000,1.85,340,0,2024-12-29 13:05:47,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2296.45,0.19,102.82,30.76,5.96,154.39,181.03,16.47,2024-12-29 13:07:43
Lahore,74.3436,31.5497,Smoke,smoke,286.14,285.48,286.14,286.14,1020,76,3000,0.0,0,8,2024-12-29 13:07:38,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,1842.5,0.01,61.01,45.42,7.99,156.52,193.6,12.29,2024-12-29 13:07:57
Karachi,67.0822,24.9056,Clear,clear sky,296.05,294.79,296.05,296.05,1019,15,6000,2.57,60,6,2024-12-29 13:04:07,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,4,1134.87,0.24,38.39,110.15,20.03,61.18,106.94,12.92,2024-12-29 13:07:39
Islamabad,73.1338,33.7104,Clear,clear sky,286.39,285.23,286.39,286.39,1020,56,10000,1.85,340,0,2024-12-29 13:05:47,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2296.45,0.19,102.82,30.76,5.96,154.39,181.03,16.47,2024-12-29 13:08:01
Lahore,74.3436,31.5497,Smoke,smoke,286.14,285.48,286.14,286.14,1020,76,3000,0.0,0,6,2024-12-29 13:59:40,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2029.42,0.0,56.89,50.07,7.03,209.05,252.59,11.27,2024-12-29 14:00:12
Karachi,67.0822,24.9056,Clear,clear sky,293.05,291.59,293.05,293.05,1020,19,6000,2.57,50,7,2024-12-29 13:52:08,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1428.6,0.0,45.24,82.25,17.64,77.42,128.65,18.49,2024-12-29 14:00:13
Islamabad,73.1338,33.7104,Clear,clear sky,285.84,284.73,285.84,285.84,1021,60,10000,2.03,357,0,2024-12-29 13:55:15,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2590.18,2.18,119.27,8.32,5.31,160.39,192.4,17.99,2024-12-29 14:00:14
Lahore,74.3436,31.5497,Mist,mist,284.14,283.57,284.14,284.14,1021,87,2000,3.6,270,4,2024-12-29 16:01:54,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2349.85,0.0,38.39,68.67,5.13,326.78,375.21,8.23,2024-12-29 16:02:10
Karachi,67.0822,24.9056,Haze,haze,289.05,287.45,289.05,289.05,1020,29,5000,3.09,60,7,2024-12-29 16:00:49,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1415.25,0.0,35.64,74.39,13.71,88.34,137.94,22.04,2024-12-29 16:02:10
Islamabad,73.1338,33.7104,Clear,clear sky,284.73,283.59,284.73,284.73,1022,63,10000,1.83,5,3,2024-12-29 16:02:11,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2616.88,6.71,104.19,1.07,3.76,157.74,198.43,18.24,2024-12-29 16:02:11
Lahore,74.3436,31.5497,Mist,mist,284.14,283.57,284.14,284.14,1021,87,2000,3.6,270,4,2024-12-29 16:00:22,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2349.85,0.0,38.39,68.67,5.13,326.78,375.21,8.23,2024-12-29 16:02:10
Karachi,67.0822,24.9056,Haze,haze,289.05,287.45,289.05,289.05,1020,29,5000,3.09,60,7,2024-12-29 15:49:43,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1415.25,0.0,35.64,74.39,13.71,88.34,137.94,22.04,2024-12-29 16:02:10
Islamabad,73.1338,33.7104,Clear,clear sky,284.73,283.59,284.73,284.73,1022,63,10000,1.83,5,3,2024-12-29 16:02:11,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2616.88,6.71,104.19,1.07,3.76,157.74,198.43,18.24,2024-12-29 16:02:11
Lahore,74.3436,31.5497,Mist,mist,283.14,281.09,283.14,283.14,1021,87,1500,4.12,280,3,2024-12-29 16:54:43,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2483.37,0.0,32.9,70.1,4.47,368.05,415.9,8.04,2024-12-29 17:00:12
Karachi,67.0822,24.9056,Haze,haze,290.05,288.45,290.05,290.05,1021,25,5000,4.63,30,7,2024-12-29 16:48:47,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1241.68,0.0,28.1,80.11,11.56,84.3,132.16,20.01,2024-12-29 17:00:14
Islamabad,73.1338,33.7104,Clouds,few clouds,283.06,282.64,283.06,283.06,1022,69,10000,1.55,356,23,2024-12-29 16:59:13,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2376.56,4.08,89.11,2.5,3.25,150.14,191.92,17.48,2024-12-29 17:00:16
Lahore,74.3436,31.5497,Mist,mist,282.14,281.11,282.14,282.14,1021,87,1200,2.06,300,3,2024-12-29 18:00:12,2024-12-29 02:01:16,2024-12-29 12:07:53,PK,5,2483.37,0.0,29.82,65.8,3.55,368.96,411.57,7.6,2024-12-29 18:00:13
Karachi,67.0822,24.9056,Haze,haze,289.05,287.4,289.05,289.05,1020,27,5000,2.06,10,7,2024-12-29 18:00:04,2024-12-29 02:15:31,2024-12-29 12:51:44,PK,5,1068.12,0.0,22.62,84.4,9.42,80.18,128.27,16.21,2024-12-29 18:00:14
Islamabad,73.1338,33.7104,Clouds,scattered clouds,283.06,282.53,283.06,283.06,1022,68,10000,1.67,6,36,2024-12-29 17:55:45,2024-12-29 02:11:25,2024-12-29 12:07:25,PK,5,2082.82,1.45,72.66,7.15,2.71,139.45,178.69,15.71,2024-12-29 18:00:15
Lahore,74.3436,31.5497,Fog,fog,282.14,281.11,282.14,282.14,1021,87,800,2.06,290,100,2024-12-29 19:27:28,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,2323.15,0.0,28.45,57.22,2.41,330.43,364.9,6.27,2024-12-29 19:29:45
Karachi,67.0822,24.9056,Haze,haze,288.05,286.41,288.05,288.05,1020,31,5000,2.06,10,7,2024-12-29 19:25:23,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,4,834.47,0.0,16.45,89.41,6.97,69.74,115.62,10.77,2024-12-29 19:29:46
Islamabad,73.1338,33.7104,Clouds,overcast clouds,281.95,281.28,281.95,281.95,1021,73,10000,1.64,1,100,2024-12-29 19:29:46,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,1842.5,0.29,59.63,14.31,2.09,127.93,161.46,13.81,2024-12-29 19:29:46
Lahore,74.3436,31.5497,Fog,fog,281.14,278.89,281.14,281.14,1020,93,800,3.6,270,100,2024-12-29 19:55:27,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,2216.34,0.0,30.5,43.99,2.21,300.47,332.38,5.76,2024-12-29 20:00:09
Karachi,67.0822,24.9056,Haze,haze,288.05,286.41,288.05,288.05,1019,31,5000,2.57,20,5,2024-12-29 20:00:01,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,4,714.3,0.0,12.51,92.98,6.44,64.74,107.99,8.99,2024-12-29 20:00:11
Islamabad,73.1338,33.7104,Clouds,overcast clouds,281.39,280.61,281.39,281.39,1021,76,10000,1.67,9,100,2024-12-29 20:00:11,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,1615.52,0.03,45.93,25.39,1.76,117.39,146.66,12.79,2024-12-29 20:00:12
Lahore,74.3436,31.5497,Fog,fog,281.14,278.39,281.14,281.14,1020,93,600,4.63,290,100,2024-12-29 21:00:15,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,2136.23,0.01,30.5,35.41,2.24,276.1,309.05,5.32,2024-12-29 21:00:24
Karachi,67.0822,24.9056,Haze,haze,286.05,284.31,286.05,286.05,1019,35,5000,2.57,50,3,2024-12-29 20:56:31,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,4,654.22,0.0,9.68,95.84,6.2,61.72,102.65,8.49,2024-12-29 21:00:26
Islamabad,73.1338,33.7104,Clouds,overcast clouds,280.84,279.82,280.84,280.84,1020,78,10000,1.82,14,100,2024-12-29 20:58:20,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,1375.2,0.0,31.53,40.41,1.61,105.19,130.91,12.03,2024-12-29 21:00:27
Lahore,74.3436,31.5497,Mist,mist,284.14,283.44,284.14,284.14,1020,82,1200,3.09,240,100,2024-12-30 06:51:52,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,1522.06,5.7,28.45,98.71,18.84,153.82,202.02,9.25,2024-12-30 06:43:23
Karachi,67.0822,24.9056,Haze,haze,295.05,293.92,295.05,295.05,1020,24,3500,3.09,70,6,2024-12-30 06:49:11,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,4,787.74,2.88,16.28,131.61,17.17,60.27,110.68,9.25,2024-12-30 06:53:08
Islamabad,73.1338,33.7104,Clouds,scattered clouds,288.06,286.83,288.06,288.06,1019,47,10000,1.85,252,31,2024-12-30 06:50:32,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,4,1161.58,7.04,30.85,94.41,6.5,56.67,73.43,10.51,2024-12-30 06:53:09
Lahore,74.3436,31.5497,Mist,mist,284.14,283.44,284.14,284.14,1020,82,1200,3.09,240,100,2024-12-30 06:51:52,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,1522.06,5.7,28.45,98.71,18.84,153.82,202.02,9.25,2024-12-30 06:43:23
